species,block,street,trap,nummosquitos,wnvpresent,latitude,longitude,year,month,day
CULEX PIPIENS/RESTUANS,33, W 104TH ST,T095,1,0,41.704336,-87.703736,2007,7,2
CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,18,0,41.95469,-87.800991,2007,7,11
CULEX RESTUANS,41, N OAK PARK AVE,T002,7,0,41.95469,-87.800991,2007,7,11
CULEX PIPIENS,41, N OAK PARK AVE,T002,2,0,41.95469,-87.800991,2007,7,11
CULEX PIPIENS/RESTUANS,62, N MANDELL AVE,T007,3,0,41.994991,-87.769279,2007,7,11
CULEX PIPIENS/RESTUANS,79, W FOSTER AVE,T015,1,0,41.974089,-87.824812,2007,7,11
CULEX RESTUANS,79, W FOSTER AVE,T015,3,0,41.974089,-87.824812,2007,7,11
CULEX PIPIENS/RESTUANS,15, W WEBSTER AVE,T045,4,0,41.9216,-87.666455,2007,7,11
CULEX RESTUANS,15, W WEBSTER AVE,T045,1,0,41.9216,-87.666455,2007,7,11
CULEX PIPIENS/RESTUANS,25, W GRAND AVE,T046,6,0,41.891118,-87.654491,2007,7,11
CULEX RESTUANS,25, W GRAND AVE,T046,5,0,41.891118,-87.654491,2007,7,11
CULEX PIPIENS,25, W GRAND AVE,T046,3,0,41.891118,-87.654491,2007,7,11
CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,3,0,41.867108,-87.654224,2007,7,11
CULEX RESTUANS,11, W ROOSEVELT,T048,1,0,41.867108,-87.654224,2007,7,11
CULEX PIPIENS/RESTUANS,11, W CHICAGO,T049,2,0,41.896282,-87.655232,2007,7,11
CULEX RESTUANS,11, W CHICAGO,T049,1,0,41.896282,-87.655232,2007,7,11
CULEX PIPIENS/RESTUANS,22, N CANNON DR,T054,1,0,41.921965,-87.632085,2007,7,11
CULEX RESTUANS,22, N CANNON DR,T054,1,0,41.921965,-87.632085,2007,7,11
CULEX PIPIENS/RESTUANS,22, W 113TH ST,T086,143,0,41.688324,-87.676709,2007,7,11
CULEX RESTUANS,22, W 113TH ST,T086,9,0,41.688324,-87.676709,2007,7,11
CULEX PIPIENS,22, W 113TH ST,T086,19,0,41.688324,-87.676709,2007,7,11
CULEX SALINARIUS,22, W 113TH ST,T086,2,0,41.688324,-87.676709,2007,7,11
CULEX TERRITANS,22, W 113TH ST,T086,1,0,41.688324,-87.676709,2007,7,11
CULEX PIPIENS/RESTUANS,11, S PEORIA ST,T091,14,0,41.862292,-87.64886,2007,7,11
CULEX PIPIENS,11, S PEORIA ST,T091,1,0,41.862292,-87.64886,2007,7,11
CULEX PIPIENS/RESTUANS,17, W 95TH ST,T094,1,0,41.720848,-87.666014,2007,7,11
CULEX PIPIENS/RESTUANS,22, W 89TH ST,T096,22,0,41.731922,-87.677512,2007,7,11
CULEX RESTUANS,22, W 89TH ST,T096,21,0,41.731922,-87.677512,2007,7,11
CULEX PIPIENS,22, W 89TH ST,T096,2,0,41.731922,-87.677512,2007,7,11
CULEX RESTUANS,65, N OAK PARK AVE,T143,1,0,41.999129,-87.795585,2007,7,11
CULEX PIPIENS/RESTUANS,75, N OAKLEY AVE,T148,1,0,42.01743,-87.687769,2007,7,11
CULEX RESTUANS,75, N OAKLEY AVE,T148,2,0,42.01743,-87.687769,2007,7,11
CULEX SALINARIUS,75, N OAKLEY AVE,T148,1,0,42.01743,-87.687769,2007,7,11
CULEX PIPIENS/RESTUANS,91, W HIGGINS AVE,T009,1,0,41.981964,-87.812827,2007,7,11
CULEX RESTUANS,91, W HIGGINS AVE,T009,14,0,41.981964,-87.812827,2007,7,11
CULEX PIPIENS/RESTUANS,36, N PITTSBURGH AVE,T011,8,0,41.944869,-87.832763,2007,7,11
CULEX RESTUANS,36, N PITTSBURGH AVE,T011,3,0,41.944869,-87.832763,2007,7,11
CULEX PIPIENS,36, N PITTSBURGH AVE,T011,1,0,41.944869,-87.832763,2007,7,11
CULEX PIPIENS/RESTUANS,72, N OKETO AVE,T016,51,0,42.011601,-87.811506,2007,7,11
CULEX RESTUANS,72, N OKETO AVE,T016,12,0,42.011601,-87.811506,2007,7,11
CULEX PIPIENS,72, N OKETO AVE,T016,3,0,42.011601,-87.811506,2007,7,11
CULEX PIPIENS/RESTUANS,38, N CALIFORNIA AVE,T019,1,0,41.94983,-87.698457,2007,7,11
CULEX PIPIENS/RESTUANS,49, W BALMORAL AVE,T025,7,0,41.979243,-87.750938,2007,7,11
CULEX RESTUANS,49, W BALMORAL AVE,T025,2,0,41.979243,-87.750938,2007,7,11
CULEX PIPIENS/RESTUANS,58, N WESTERN AVE,T028,1,0,41.986921,-87.689778,2007,7,11
CULEX RESTUANS,58, N WESTERN AVE,T028,2,0,41.986921,-87.689778,2007,7,11
CULEX RESTUANS,50, S CENTRAL AVE,T031,1,0,41.801498,-87.763416,2007,7,11
CULEX PIPIENS/RESTUANS,14, N HUMBOLDT DR,T033,1,0,41.906638,-87.701431,2007,7,11
CULEX PIPIENS/RESTUANS,10, S VINCENNES,T089,1,0,41.723195,-87.64997,2007,7,11
CULEX RESTUANS,10, S VINCENNES,T089,2,0,41.723195,-87.64997,2007,7,11
CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,27,0,41.868077,-87.666901,2007,7,11
CULEX RESTUANS,11, S ASHLAND AVE,T090,5,0,41.868077,-87.666901,2007,7,11
CULEX PIPIENS/RESTUANS,11, S STATE ST,T092,5,0,41.869216,-87.627561,2007,7,11
CULEX PIPIENS,11, S STATE ST,T092,1,0,41.869216,-87.627561,2007,7,11
CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,18,0,41.662014,-87.724608,2007,7,11
CULEX RESTUANS,42, W 127TH PL,T135,4,0,41.662014,-87.724608,2007,7,11
CULEX PIPIENS,42, W 127TH PL,T135,1,0,41.662014,-87.724608,2007,7,11
CULEX PIPIENS/RESTUANS,53, W AGATITE AVE,T141,1,0,41.961743,-87.76007,2007,7,11
CULEX PIPIENS/RESTUANS,40, N AUSTIN AVE,T142,1,0,41.953067,-87.776792,2007,7,11
CULEX RESTUANS,40, N AUSTIN AVE,T142,1,0,41.953067,-87.776792,2007,7,11
CULEX PIPIENS/RESTUANS,43, N ASHLAND AVE OVERPASS,T145,3,0,41.878114,-87.629798,2007,7,11
CULEX RESTUANS,43, N ASHLAND AVE OVERPASS,T145,1,0,41.878114,-87.629798,2007,7,11
CULEX PIPIENS/RESTUANS,42, N RICHMOND ST,T146,13,0,41.958271,-87.702575,2007,7,11
CULEX RESTUANS,42, N RICHMOND ST,T146,2,0,41.958271,-87.702575,2007,7,11
CULEX PIPIENS,42, N RICHMOND ST,T146,1,0,41.958271,-87.702575,2007,7,11
CULEX PIPIENS/RESTUANS,18, W FARWELL AVE,T150,1,0,42.006858,-87.675919,2007,7,11
CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,4,0,41.916265,-87.800515,2007,7,11
CULEX RESTUANS,70,  W ARMITAGE AVENUE,T151,8,0,41.916265,-87.800515,2007,7,11
CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,189,0,41.682587,-87.707973,2007,7,11
CULEX RESTUANS,35, W 116TH ST,T158,27,0,41.682587,-87.707973,2007,7,11
CULEX PIPIENS,35, W 116TH ST,T158,29,0,41.682587,-87.707973,2007,7,11
CULEX RESTUANS,93, S DR MARTIN LUTHER KING JR DR,T162,1,0,41.725517,-87.614258,2007,7,11
CULEX PIPIENS/RESTUANS,37, N KEDVALE AVE,T218,1,0,41.948167,-87.730698,2007,7,11
CULEX RESTUANS,37, N KEDVALE AVE,T218,1,0,41.948167,-87.730698,2007,7,11
CULEX PIPIENS/RESTUANS,40, N TRIPP AVE,T001,1,0,41.953705,-87.733974,2007,7,11
CULEX PIPIENS/RESTUANS,46, N MILWAUKEE AVE,T003,2,0,41.964242,-87.757639,2007,7,11
CULEX PIPIENS/RESTUANS,60, N AVONDALE AVE,T006,1,0,41.990284,-87.797127,2007,7,11
CULEX RESTUANS,60, N AVONDALE AVE,T006,2,0,41.990284,-87.797127,2007,7,11
CULEX PIPIENS/RESTUANS,70, N MOSELL AVE,T008,39,0,42.008314,-87.777921,2007,7,11
CULEX RESTUANS,70, N MOSELL AVE,T008,14,0,42.008314,-87.777921,2007,7,11
CULEX PIPIENS,70, N MOSELL AVE,T008,5,0,42.008314,-87.777921,2007,7,11
CULEX PIPIENS/RESTUANS,68, W BELDEN AVE,T037,2,0,41.921177,-87.79518,2007,7,11
CULEX PIPIENS/RESTUANS,30, W 18TH ST,T043,20,0,41.857402,-87.694991,2007,7,11
CULEX RESTUANS,30, W 18TH ST,T043,5,0,41.857402,-87.694991,2007,7,11
CULEX PIPIENS/RESTUANS,11, S CALIFORNIA,T047,2,0,41.868142,-87.696269,2007,7,11
CULEX PIPIENS,11, S CALIFORNIA,T047,1,0,41.868142,-87.696269,2007,7,11
CULEX PIPIENS/RESTUANS,10, W 95TH ST,T085,15,0,41.721474,-87.648064,2007,7,11
CULEX PIPIENS/RESTUANS,10, S CALIFORNIA AVE,T088,5,0,41.869107,-87.696293,2007,7,11
CULEX RESTUANS,10, S CALIFORNIA AVE,T088,4,0,41.869107,-87.696293,2007,7,11
CULEX PIPIENS/RESTUANS,96, S HOYNE AVE,T161,17,0,41.719059,-87.675088,2007,7,11
CULEX RESTUANS,96, S HOYNE AVE,T161,4,0,41.719059,-87.675088,2007,7,11
CULEX PIPIENS/RESTUANS,61, W FULLERTON AVE,T013,2,0,41.923738,-87.785288,2007,7,11
CULEX RESTUANS,61, W FULLERTON AVE,T013,1,0,41.923738,-87.785288,2007,7,11
CULEX PIPIENS/RESTUANS,64, W STRONG ST,T014,3,0,41.970248,-87.787992,2007,7,11
CULEX RESTUANS,64, W STRONG ST,T014,4,0,41.970248,-87.787992,2007,7,11
CULEX PIPIENS/RESTUANS,10, N CENTRAL PARK DR,T030,6,0,41.89923,-87.716788,2007,7,11
CULEX RESTUANS,10, N CENTRAL PARK DR,T030,4,0,41.89923,-87.716788,2007,7,11
CULEX PIPIENS,10, N CENTRAL PARK DR,T030,5,0,41.89923,-87.716788,2007,7,11
CULEX PIPIENS/RESTUANS,20, E 111TH ST,T084,4,0,41.692555,-87.598865,2007,7,11
CULEX RESTUANS,20, E 111TH ST,T084,1,0,41.692555,-87.598865,2007,7,11
CULEX PIPIENS,20, E 111TH ST,T084,1,0,41.692555,-87.598865,2007,7,11
CULEX PIPIENS/RESTUANS,11, S ARTESIAN AVE,T160,16,0,41.903002,-87.688267,2007,7,11
CULEX PIPIENS,11, S ARTESIAN AVE,T160,1,0,41.903002,-87.688267,2007,7,11
CULEX PIPIENS/RESTUANS,49, W SUNNYSIDE AVE,T004,1,0,41.962728,-87.748367,2007,7,11
CULEX PIPIENS/RESTUANS,30, S HOYNE AVE,T035,1,0,41.836644,-87.677737,2007,7,11
CULEX PIPIENS/RESTUANS,42, W 31ST ST,T036,2,0,41.837085,-87.729384,2007,7,11
CULEX PIPIENS/RESTUANS,17, N PULASKI RD,T039,1,0,41.911824,-87.726737,2007,7,11
CULEX PIPIENS/RESTUANS,22, W PERSHING RD,T060,1,0,41.823065,-87.678378,2007,7,11
CULEX PIPIENS,22, W PERSHING RD,T060,1,0,41.823065,-87.678378,2007,7,11
CULEX PIPIENS/RESTUANS,22, W 51ST ST,T061,3,0,41.801179,-87.679447,2007,7,11
CULEX PIPIENS,22, W 51ST ST,T061,1,0,41.801179,-87.679447,2007,7,11
CULEX PIPIENS,35, W 51ST ST,T062,2,0,41.800737,-87.71188,2007,7,11
CULEX PIPIENS/RESTUANS,52, W 63RD ST,T065,22,0,41.778297,-87.752411,2007,7,11
CULEX PIPIENS,52, W 63RD ST,T065,2,0,41.778297,-87.752411,2007,7,11
CULEX TERRITANS,52, W 63RD ST,T065,2,0,41.778297,-87.752411,2007,7,11
CULEX PIPIENS/RESTUANS,67, S KEDZIE AVE,T066,4,0,41.77166,-87.703047,2007,7,11
CULEX PIPIENS/RESTUANS,73, S CICERO AVE,T067,9,0,41.759346,-87.745602,2007,7,11
CULEX PIPIENS/RESTUANS,22, W 69TH ST,T069,10,0,41.768388,-87.678649,2007,7,11
CULEX RESTUANS,22, W 69TH ST,T069,4,0,41.768388,-87.678649,2007,7,11
CULEX PIPIENS/RESTUANS,52, S NORDICA,T070,2,0,41.797616,-87.797894,2007,7,11
CULEX PIPIENS/RESTUANS,61, S MELVINA AVE,T071,2,0,41.781416,-87.776532,2007,7,11
CULEX PIPIENS/RESTUANS,10, E 67TH ST,T073,2,0,41.773215,-87.60088,2007,7,11
CULEX RESTUANS,10, E 67TH ST,T073,3,0,41.773215,-87.60088,2007,7,11
CULEX RESTUANS,39, S ASHLAND AVE,T074,11,0,41.822536,-87.666343,2007,7,11
CULEX SALINARIUS,47, S CORNELL AVE,T075,1,0,41.799282,-87.585487,2007,7,11
CULEX RESTUANS,55, S DR MARTIN LUTHER KING JR DR,T076,18,0,41.794781,-87.615989,2007,7,11
CULEX RESTUANS,64, S STONY ISLAND AVE,T077,1,0,41.778748,-87.586427,2007,7,11
CULEX PIPIENS/RESTUANS,71, S SOUTH SHORE DR,T079,6,0,41.766202,-87.562889,2007,7,11
CULEX RESTUANS,71, S SOUTH SHORE DR,T079,6,0,41.766202,-87.562889,2007,7,11
CULEX PIPIENS/RESTUANS,77, S EBERHART AVE,T080,2,0,41.754676,-87.612922,2007,7,11
CULEX RESTUANS,77, S EBERHART AVE,T080,1,0,41.754676,-87.612922,2007,7,11
CULEX PIPIENS/RESTUANS,40, S DEARBORN ST,T081,11,0,41.821582,-87.627796,2007,7,11
CULEX RESTUANS,40, S DEARBORN ST,T081,1,0,41.821582,-87.627796,2007,7,11
CULEX PIPIENS/RESTUANS,50, S UNION AVE,T082,4,0,41.803423,-87.642984,2007,7,11
CULEX RESTUANS,50, S UNION AVE,T082,4,0,41.803423,-87.642984,2007,7,11
CULEX PIPIENS,50, S UNION AVE,T082,1,0,41.803423,-87.642984,2007,7,11
CULEX PIPIENS/RESTUANS,79, S CHICAGO AVE,T083,2,0,41.754292,-87.590773,2007,7,11
CULEX RESTUANS,79, S CHICAGO AVE,T083,7,0,41.754292,-87.590773,2007,7,11
CULEX PIPIENS/RESTUANS,52, S KOLMAR,T114,5,0,41.798697,-87.736812,2007,7,11
CULEX RESTUANS,52, S KOLMAR,T114,1,0,41.798697,-87.736812,2007,7,11
CULEX PIPIENS/RESTUANS,63, W 64TH ST,T155,1,0,41.776156,-87.778927,2007,7,11
CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,7,0,41.95469,-87.800991,2007,7,18
CULEX RESTUANS,41, N OAK PARK AVE,T002,2,0,41.95469,-87.800991,2007,7,18
CULEX PIPIENS,41, N OAK PARK AVE,T002,4,0,41.95469,-87.800991,2007,7,18
CULEX RESTUANS,62, N MANDELL AVE,T007,3,0,41.994991,-87.769279,2007,7,18
CULEX PIPIENS,62, N MANDELL AVE,T007,3,0,41.994991,-87.769279,2007,7,18
CULEX RESTUANS,79, W FOSTER AVE,T015,1,0,41.974089,-87.824812,2007,7,18
CULEX PIPIENS,79, W FOSTER AVE,T015,4,0,41.974089,-87.824812,2007,7,18
CULEX PIPIENS/RESTUANS,15, W WEBSTER AVE,T045,12,0,41.9216,-87.666455,2007,7,18
CULEX PIPIENS,15, W WEBSTER AVE,T045,4,0,41.9216,-87.666455,2007,7,18
CULEX PIPIENS/RESTUANS,25, W GRAND AVE,T046,30,0,41.891118,-87.654491,2007,7,18
CULEX RESTUANS,25, W GRAND AVE,T046,8,0,41.891118,-87.654491,2007,7,18
CULEX PIPIENS,25, W GRAND AVE,T046,34,0,41.891118,-87.654491,2007,7,18
CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,1,0,41.867108,-87.654224,2007,7,18
CULEX RESTUANS,11, W ROOSEVELT,T048,2,0,41.867108,-87.654224,2007,7,18
CULEX PIPIENS/RESTUANS,11, W CHICAGO,T049,3,0,41.896282,-87.655232,2007,7,18
CULEX PIPIENS/RESTUANS,21, N STAVE ST,T050,1,0,41.919343,-87.694259,2007,7,18
CULEX PIPIENS/RESTUANS,22, N CANNON DR,T054,3,0,41.921965,-87.632085,2007,7,18
CULEX RESTUANS,22, N CANNON DR,T054,2,0,41.921965,-87.632085,2007,7,18
CULEX PIPIENS/RESTUANS,22, W 113TH ST,T086,5,0,41.688324,-87.676709,2007,7,18
CULEX RESTUANS,22, W 113TH ST,T086,1,0,41.688324,-87.676709,2007,7,18
CULEX PIPIENS/RESTUANS,11, S PEORIA ST,T091,1,0,41.862292,-87.64886,2007,7,18
CULEX PIPIENS,11, S PEORIA ST,T091,1,0,41.862292,-87.64886,2007,7,18
CULEX RESTUANS,53, N STREETER DR,T129,1,0,41.891126,-87.61156,2007,7,18
CULEX PIPIENS/RESTUANS,65, N OAK PARK AVE,T143,1,0,41.999129,-87.795585,2007,7,18
CULEX RESTUANS,65, N OAK PARK AVE,T143,1,0,41.999129,-87.795585,2007,7,18
CULEX PIPIENS/RESTUANS,75, N OAKLEY AVE,T148,2,0,42.01743,-87.687769,2007,7,18
CULEX RESTUANS,75, N OAKLEY AVE,T148,1,0,42.01743,-87.687769,2007,7,18
CULEX PIPIENS/RESTUANS,15, N LONG AVE,T153,2,0,41.907645,-87.760886,2007,7,18
CULEX PIPIENS/RESTUANS,36, N PITTSBURGH AVE,T011,3,0,41.944869,-87.832763,2007,7,18
CULEX RESTUANS,36, N PITTSBURGH AVE,T011,1,0,41.944869,-87.832763,2007,7,18
CULEX PIPIENS/RESTUANS,72, N OKETO AVE,T016,34,0,42.011601,-87.811506,2007,7,18
CULEX RESTUANS,72, N OKETO AVE,T016,7,0,42.011601,-87.811506,2007,7,18
CULEX RESTUANS,38, N CALIFORNIA AVE,T019,2,0,41.94983,-87.698457,2007,7,18
CULEX PIPIENS/RESTUANS,49, W BALMORAL AVE,T025,3,0,41.979243,-87.750938,2007,7,18
CULEX RESTUANS,58, N WESTERN AVE,T028,3,0,41.986921,-87.689778,2007,7,18
CULEX PIPIENS,58, N WESTERN AVE,T028,1,0,41.986921,-87.689778,2007,7,18
CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,2,0,41.801498,-87.763416,2007,7,18
CULEX PIPIENS,50, S CENTRAL AVE,T031,1,0,41.801498,-87.763416,2007,7,18
CULEX PIPIENS/RESTUANS,14, N HUMBOLDT DR,T033,4,0,41.906638,-87.701431,2007,7,18
CULEX PIPIENS/RESTUANS,53, W AGATITE AVE,T141,1,0,41.961743,-87.76007,2007,7,18
CULEX PIPIENS/RESTUANS,40, N AUSTIN AVE,T142,3,0,41.953067,-87.776792,2007,7,18
CULEX PIPIENS/RESTUANS,42, N RICHMOND ST,T146,7,0,41.958271,-87.702575,2007,7,18
CULEX PIPIENS,42, N RICHMOND ST,T146,2,0,41.958271,-87.702575,2007,7,18
CULEX SALINARIUS,42, N RICHMOND ST,T146,1,0,41.958271,-87.702575,2007,7,18
CULEX PIPIENS/RESTUANS,28, N FRANCISCO AVE,T147,2,0,41.932094,-87.700117,2007,7,18
CULEX PIPIENS/RESTUANS,18, W FARWELL AVE,T150,1,0,42.006858,-87.675919,2007,7,18
CULEX RESTUANS,18, W FARWELL AVE,T150,1,0,42.006858,-87.675919,2007,7,18
CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,11,0,41.916265,-87.800515,2007,7,18
CULEX RESTUANS,70,  W ARMITAGE AVENUE,T151,1,0,41.916265,-87.800515,2007,7,18
CULEX PIPIENS,70,  W ARMITAGE AVENUE,T151,1,0,41.916265,-87.800515,2007,7,18
CULEX RESTUANS,25, S MILLARD AVE,T152,1,0,41.846075,-87.716277,2007,7,18
CULEX PIPIENS/RESTUANS,37, N KEDVALE AVE,T218,1,0,41.948167,-87.730698,2007,7,18
CULEX RESTUANS,37, N KEDVALE AVE,T218,1,0,41.948167,-87.730698,2007,7,18
CULEX PIPIENS,37, N KEDVALE AVE,T218,1,0,41.948167,-87.730698,2007,7,18
CULEX PIPIENS/RESTUANS,45, N CAMPBELL AVE,T220,1,0,41.963976,-87.69181,2007,7,18
CULEX PIPIENS,45, N CAMPBELL AVE,T220,1,0,41.963976,-87.69181,2007,7,18
CULEX PIPIENS,40, N TRIPP AVE,T001,1,0,41.953705,-87.733974,2007,7,18
CULEX PIPIENS/RESTUANS,46, N MILWAUKEE AVE,T003,1,0,41.964242,-87.757639,2007,7,18
CULEX PIPIENS,46, N MILWAUKEE AVE,T003,1,0,41.964242,-87.757639,2007,7,18
CULEX RESTUANS,60, N AVONDALE AVE,T006,3,0,41.990284,-87.797127,2007,7,18
CULEX PIPIENS/RESTUANS,70, N MOSELL AVE,T008,9,0,42.008314,-87.777921,2007,7,18
CULEX RESTUANS,70, N MOSELL AVE,T008,1,0,42.008314,-87.777921,2007,7,18
CULEX PIPIENS,70, N MOSELL AVE,T008,1,0,42.008314,-87.777921,2007,7,18
CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,1,0,41.991429,-87.747113,2007,7,18
CULEX PIPIENS/RESTUANS,68, W BELDEN AVE,T037,1,0,41.921177,-87.79518,2007,7,18
CULEX PIPIENS,68, W BELDEN AVE,T037,2,0,41.921177,-87.79518,2007,7,18
CULEX PIPIENS/RESTUANS,30, W 18TH ST,T043,1,0,41.857402,-87.694991,2007,7,18
CULEX RESTUANS,11, S CALIFORNIA,T047,1,0,41.868142,-87.696269,2007,7,18
CULEX PIPIENS/RESTUANS,25, S THROOP,T051,2,0,41.846283,-87.656913,2007,7,18
CULEX PIPIENS/RESTUANS,61, W FULLERTON AVE,T013,2,0,41.923738,-87.785288,2007,7,18
CULEX RESTUANS,64, W STRONG ST,T014,3,0,41.970248,-87.787992,2007,7,18
CULEX PIPIENS/RESTUANS,10, N CENTRAL PARK DR,T030,11,0,41.89923,-87.716788,2007,7,18
CULEX RESTUANS,10, N CENTRAL PARK DR,T030,5,0,41.89923,-87.716788,2007,7,18
CULEX PIPIENS,10, N CENTRAL PARK DR,T030,2,0,41.89923,-87.716788,2007,7,18
CULEX PIPIENS/RESTUANS,20, E 111TH ST,T084,1,0,41.692555,-87.598865,2007,7,18
CULEX PIPIENS/RESTUANS,33, N RUTHERFORD AVE,T144,1,0,41.94016,-87.794896,2007,7,18
CULEX RESTUANS,33, N RUTHERFORD AVE,T144,1,0,41.94016,-87.794896,2007,7,18
CULEX RESTUANS,60, W MONTROSE DR,T017,1,0,41.960616,-87.777189,2007,7,18
CULEX PIPIENS/RESTUANS,33, E RANDOLPH ST,T044,1,0,41.883284,-87.705085,2007,7,18
CULEX RESTUANS,33, E RANDOLPH ST,T044,2,0,41.883284,-87.705085,2007,7,18
CULEX PIPIENS/RESTUANS,30, S HOYNE AVE,T035,1,0,41.836644,-87.677737,2007,7,18
CULEX PIPIENS/RESTUANS,42, W 31ST ST,T036,1,0,41.837085,-87.729384,2007,7,18
CULEX RESTUANS,42, W 31ST ST,T036,3,0,41.837085,-87.729384,2007,7,18
CULEX PIPIENS,42, W 31ST ST,T036,1,0,41.837085,-87.729384,2007,7,18
CULEX SALINARIUS,42, W 31ST ST,T036,1,0,41.837085,-87.729384,2007,7,18
CULEX PIPIENS/RESTUANS,17, N PULASKI RD,T039,2,0,41.911824,-87.726737,2007,7,18
CULEX RESTUANS,22, W PERSHING RD,T060,1,0,41.823065,-87.678378,2007,7,18
CULEX PIPIENS/RESTUANS,22, W 51ST ST,T061,2,0,41.801179,-87.679447,2007,7,18
CULEX PIPIENS/RESTUANS,35, W 51ST ST,T062,7,0,41.800737,-87.71188,2007,7,18
CULEX RESTUANS,35, W 51ST ST,T062,4,0,41.800737,-87.71188,2007,7,18
CULEX PIPIENS,35, W 51ST ST,T062,7,0,41.800737,-87.71188,2007,7,18
CULEX PIPIENS/RESTUANS,52, W 63RD ST,T065,2,0,41.778297,-87.752411,2007,7,18
CULEX PIPIENS,52, W 63RD ST,T065,1,0,41.778297,-87.752411,2007,7,18
CULEX PIPIENS/RESTUANS,37, S PULASKI RD,T063,1,0,41.82561,-87.726549,2007,7,18
CULEX PIPIENS,37, S PULASKI RD,T063,2,0,41.82561,-87.726549,2007,7,18
CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,50,0,41.673408,-87.599862,2007,7,18
CULEX PIPIENS/RESTUANS,10, S STONY ISLAND AVE,T138,100,0,41.726465,-87.585413,2007,7,18
CULEX RESTUANS,10, S STONY ISLAND AVE,T138,76,0,41.726465,-87.585413,2007,7,18
CULEX SALINARIUS,10, S STONY ISLAND AVE,T138,2,0,41.726465,-87.585413,2007,7,18
CULEX PIPIENS/RESTUANS,13, S TORRENCE AVE,T200,42,0,41.678618,-87.559308,2007,7,18
CULEX RESTUANS,13, S TORRENCE AVE,T200,4,0,41.678618,-87.559308,2007,7,18
CULEX PIPIENS,13, S TORRENCE AVE,T200,1,0,41.678618,-87.559308,2007,7,18
CULEX TERRITANS,13, S TORRENCE AVE,T200,3,0,41.678618,-87.559308,2007,7,18
CULEX PIPIENS/RESTUANS,13, S MACKINAW,T206,3,0,41.737052,-87.543067,2007,7,18
CULEX RESTUANS,13, S MACKINAW,T206,1,0,41.737052,-87.543067,2007,7,18
CULEX PIPIENS,13, S MACKINAW,T206,1,0,41.737052,-87.543067,2007,7,18
CULEX PIPIENS/RESTUANS,13, S BRANDON,T209,9,0,41.740641,-87.546587,2007,7,18
CULEX RESTUANS,13, S BRANDON,T209,4,0,41.740641,-87.546587,2007,7,18
CULEX PIPIENS,13, S BRANDON,T209,3,0,41.740641,-87.546587,2007,7,18
CULEX PIPIENS/RESTUANS,37, E 118TH ST,T212,102,0,41.680946,-87.535198,2007,7,18
CULEX RESTUANS,37, E 118TH ST,T212,12,0,41.680946,-87.535198,2007,7,18
CULEX PIPIENS,37, E 118TH ST,T212,26,0,41.680946,-87.535198,2007,7,18
CULEX PIPIENS/RESTUANS,38, E 115TH ST,T215,63,1,41.686398,-87.531635,2007,7,18
CULEX RESTUANS,38, E 115TH ST,T215,1,0,41.686398,-87.531635,2007,7,18
CULEX PIPIENS,38, E 115TH ST,T215,21,0,41.686398,-87.531635,2007,7,18
CULEX PIPIENS,11, S PEORIA ST,T091,2,0,41.862292,-87.64886,2007,7,19
CULEX PIPIENS/RESTUANS,43, N ASHLAND AVE OVERPASS,T145,1,0,41.878114,-87.629798,2007,7,19
CULEX RESTUANS,15, W GRANVILLE AVE,T149,1,0,41.994469,-87.667736,2007,7,19
CULEX RESTUANS,11, S CALIFORNIA,T047,1,0,41.868142,-87.696269,2007,7,19
CULEX PIPIENS,64, W STRONG ST,T014,1,0,41.970248,-87.787992,2007,7,19
CULEX PIPIENS/RESTUANS,30, S HOYNE AVE,T035,3,0,41.836644,-87.677737,2007,7,19
CULEX PIPIENS,22, W 51ST ST,T061,1,0,41.801179,-87.679447,2007,7,19
CULEX SALINARIUS,35, W 51ST ST,T062,1,0,41.800737,-87.71188,2007,7,19
CULEX PIPIENS/RESTUANS,52, W 63RD ST,T065,8,0,41.778297,-87.752411,2007,7,19
CULEX RESTUANS,67, S KEDZIE AVE,T066,2,0,41.77166,-87.703047,2007,7,19
CULEX PIPIENS,61, S MELVINA AVE,T071,1,0,41.781416,-87.776532,2007,7,19
CULEX RESTUANS,39, S ASHLAND AVE,T074,1,0,41.822536,-87.666343,2007,7,19
CULEX PIPIENS/RESTUANS,52, S KOLMAR,T114,7,0,41.798697,-87.736812,2007,7,19
CULEX PIPIENS/RESTUANS,37, S PULASKI RD,T063,11,0,41.82561,-87.726549,2007,7,19
CULEX PIPIENS/RESTUANS,10, S STONY ISLAND AVE,T138,7,0,41.726465,-87.585413,2007,7,19
CULEX RESTUANS,10, S STONY ISLAND AVE,T138,25,0,41.726465,-87.585413,2007,7,19
